"k_page_title"	"k_page_name"	"tips"	"statuss"	"lat"	"lon"	"mazais_lv"	"mazais_en"	"garums"	"datums"	"foto"	"apraksts_lv"	"apraksts_en"	"featured_image"	"my_image_thumb"
"Strenču pilsētas taka"	"strencu-pilsetas-taka"	"taka"	"neparbaudits"	"57.628508"	"25.712355"	"Maršruti no 1-5.5 km garumā, ir piknika vietas. Ļoti skaists mežs, gauja."	"Several walking routes 1-5.5km in length, there are picnic spots, a beautiful forest and of course the Gauja river"	"5.5"						
"Svētes piknika vieta"	"svetes-piknika-vieta"	"pikniks"	"parbaudits"	"56.6921"	"23.63171"	"Svētes upes krastā ierīkoti galdiņi un ugunskura vieta piknikam"	"Picnic tables and a fire place near the Svete river"							
"Tālivalža grava"	"talivalza-grava"	"taka"	"parbaudits"	"56.255963"	"25.552021"	"Dabas taka ar aktivitāšu elementiem, ugunskura vietu un lapenīti. Taku veidojuši vietējie iedzīvotāji, kopā ar ārzemju studentiem, taču taka ir novecojusi un vietām sliktā stāvoklī."	"A trail with activity elements, a picnic place and a covered table. The trail is made by locals with help from foreign exchange students. The trail is quite old, so many elements have grown back into the forest which they were made from."	"0.63"	"2014-08-09"	"<img alt=""Tālivalža gravas dabas taka pie Saukas"" height=""670"" src=""/img/large/talivalza-grava-01.jpg"" width=""1012"" /><br />
<img alt=""Tālivalža gravas dabas taka pie Saukas"" height=""670"" src=""/img/large/talivalza-grava-02.jpg"" width=""1012"" /><br />
<img alt=""Tālivalža gravas dabas taka pie Saukas"" height=""670"" src=""/img/large/talivalza-grava-03.jpg"" width=""1012"" /><br />
<img alt=""Tālivalža gravas dabas taka pie Saukas"" height=""670"" src=""/img/large/talivalza-grava-04.jpg"" width=""1012"" /><br />
<img alt=""Tālivalža gravas dabas taka pie Saukas"" height=""670"" src=""/img/large/talivalza-grava-05.jpg"" width=""1012"" /><br />
<img alt=""Tālivalža gravas dabas taka pie Saukas"" height=""670"" src=""/img/large/talivalza-grava-06.jpg"" width=""1012"" /><br />
<img alt=""Tālivalža gravas dabas taka pie Saukas"" height=""670"" src=""/img/large/talivalza-grava-07.jpg"" width=""1012"" />"	"<p>Veca, taču kopta taka, netālu no Saukas ezera</p>

<p>Iebraucot pa mazāku celiņu kādu māju pagalmā, atrodama Tālivalža gravas dabas taka. Taku visai sen ir veidoju&scaron;i apmaiņas skolnieki no skandināvijas. Tā kā taka veidota pirms desmit gadiem, daudz no atribūtiem ir nolietoju&scaron;ies un takai derētu uzsūtīt jaunu apmaiņas skolnieku grupu. Bet arī tāpat, taku izgājām un pa trosi pāri gravai pārgājām.</p>

<p>Saukas ezers atrodas netālu no Neretas, kas ir pa ceļam, ja vēlaties uz Sēlijas pusi braukt pa jaukāku un mazāk noslogotu ceļu kā Daugavpils &scaron;oseja. Ap Saukas ezeru ir daudz ko darīt. &Scaron;eit ir gan velo mar&scaron;ruts, gan neliela dabas taka, gan vairākas atpūtas vietas.</p>"		"http://dodies.lv/img/image/takas/talivalza-grava.jpg"	"http://dodies.lv/img/image/takas/talivalza-grava-600x397.jpg"
"Tērvetes dabas parks"	"tervetes-dabas-parks"	"parks"	"parbaudits"	"56.48766"	"23.37283"	"Tērvetē ir ļoti liela teritorija ar dažādām aktivitātēm, ir gan Mammadaba (LVM) info centrs, gan ēstuve, gan ļoti liels daudzums dažādu pastaigu taku, ar pasaku tēliem un namiņiem, kā arī spēļu laukumi utt."	"A big territory with many activities, there is an information centre, several cafes, many playgrounds for children and all kinds of beautiful wooden carvings. Recommended for families with younger children"		"2014-01-18"		"<p>Tērvetes dabas parks ir lieliska vieta pastaigām ar bērniem.</p>

<p>Teritorija ir ļoti pla&scaron;a un katrā apmeklējuma reizē var atklāt ko jaunu. Piemēram netālu no rūķu ciema iepazināmies ar pa&scaron;u rūķu papu, kur&scaron;, lai sarunātos ar mums, bija pieņēmis cilvēka izskatu. Viņ&scaron; Oliveram iemācija rīkoties ar rokas urbi un pastāstija par dažādām amatnieku dzīves niansēm.</p>

<p>Lai arī &scaron;is tie&scaron;ām vairāk ir parks, pa kuru pat braukā vilcieniņ&scaron;, atbraukt te noteikti ir vērts, pat ja kādreiz te jau ir būts, jo daudz kas attīstas un visu laiku tiekot veidoti jauni objekti.</p>

<p>Jaunā Mammadaba informācijas ēka ir lieliski iekārtota un darbinieki bija ļoti pretimnāko&scaron;i un draudzīgi. Vilcieniņa vadītājs piedāvāja atbraukt mums pakaļ, lai tikai uzzvanam. Ieejas maksa ir ļoti pieņemama, priek&scaron; tā, cik daudz darba te ir ieguldīts. Protams, &scaron;o vietu var saukt arī par LVM &ldquo;PR&rdquo; projektu (kas būtībā ir visa Mammadaba), taču bērniem jau ir vienalga - te ir interesanti un teritorija ir labi sakopta.</p>

<p>Gigantiskais skatu tornis gan ziemā ir slēgts, taču visi pārējie objekti ir pieejami. Lai arī kopumā &scaron;eit pavadījām pie četrām stundām, paspējām izstaigāt tikai labi ja pusi no visa. Informācijas centrā eso&scaron;ā ēstuve ir ļoti vienkār&scaron;s bistro, ēdieni stāv metāla kastītēs un tos uzsilda. Piedāvājums ir ļoti vienkār&scaron;s un veģetārie&scaron;iem &scaron;eit nav ko meklēt, tāpēc labi paēdām ārpus Tērvetes, ēstuvē &ldquo;Pūteļkrogs&rdquo;. Vasaras laikā parka teritorijā ir arī citas kafejnīcas, par kurām nevaram komentēt, jo tās bija slēgtas.</p>

<p><img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-01.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-02.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-03.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-04.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-05.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-06.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-07.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-08.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-09.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-10.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-11.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-12.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-13.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-14.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-15.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-16.jpg"" width=""1012"" /><br />
<img alt=""Tērvetes dabas parks un pastaigu takas"" height=""675"" src=""/img/large/tervetes-dabas-parks-17.jpg"" width=""1012"" /></p>"		"http://dodies.lv/img/image/takas/tervetes-dabas-parks.jpg"	"http://dodies.lv/img/image/takas/tervetes-dabas-parks-600x400.jpg"
"Timsmales baltezers"	"timsmales-baltezers"	"pikniks"	"parbaudits"	"56.6311"	"26.18959"	"Labiekārtotas atpūtas vietas pie Timsmales Baltezera. Populārs vietējo vidū, iespējams vietas atbrīvojas tikai vēlu. Viens no izcilākajiem Latvijas dzidrūdens ezeriem – ar mazmineralizētu ūdeni, mezotrofajiem hidroķīmiskajiem rādītājiem, izcilu īpaši aizsargājamās sugas - šaurlapu ežgalvītes atradni. Dabas liegums izveidots, lai saglabātu ES nozīmes ezeru biotopu"	"Several nice picnic places near the Timsmales lake. Popular amongst the locals, so free spots could become available only in late hours. The lake is one of Latvias clearest lakes, made into a protected area due to abundance of the rare floating bur-reeds (also known as narrowleaf bur-reed)"		"2015-07-25"				"http://dodies.lv/img/image/lvm/timsmales.jpg"	"http://dodies.lv/img/image/lvm/timsmales-600x372.jpg"
"Tīrumnieku purva taka"	"tirumnieku-purva-taka"	"taka"	"parbaudits"	"56.717542"	"26.946231"	"Neliela, taču jauka taka, kas iet pa apli, ļoti skaists ezers, dažādas atpūtas vietas"	"A short, but beautiful trail that runs in a circular path, along a small swamp lake."		"2014-07-30"	"<img alt=""Tīrumnieku taka"" src=""/img/large/tirumnieku-taka-01.jpg"" /><br />
<img alt=""Tīrumnieku taka"" src=""/img/large/tirumnieku-taka-02.jpg"" /><br />
<img alt=""Tīrumnieku taka"" src=""/img/large/tirumnieku-taka-03.jpg"" /><br />
<img alt=""Tīrumnieku taka"" src=""/img/large/tirumnieku-taka-04.jpg"" /><br />
<img alt=""Tīrumnieku taka"" src=""/img/large/tirumnieku-taka-05.jpg"" /><br />
<img alt=""Tīrumnieku taka"" src=""/img/large/tirumnieku-taka-06.jpg"" /><br />
<img alt=""Tīrumnieku taka"" src=""/img/large/tirumnieku-taka-07.jpg"" />"	"<p>Neliela purva laipa Tīrumnieku purvā</p>

<p>Lubānas ezera apkārtnē ir ļoti skaisti, iesakam apbraukt apli, apmeklējot Īdeņu, Nagļus, labiekārtotās pludmales Lubānas krastā, vairākus putnu torņus un arī &scaron;o, Tīrumnieku ezera purva laipu</p>

<p>Laipa ir apļveida un atrodas ļoti klusā, mierīgā vietā. Takas sākumā ir atpūtas vieta ar galdu, ugunskura vietu un tualeti. Pa ceļam ir vairākas atpūtas vietas pie ezera, kur pavērot mierīgo ūdeni, lēpju ziedus. Patīkama neliela pastaiga, kur piestāt pa ceļam.</p>"		"http://dodies.lv/img/image/takas/tirumnieku-taka.jpg"	"http://dodies.lv/img/image/takas/tirumnieku-taka-600x397.jpg"
"Tolkāja tornis"	"tolkaja-tornis"	"tornis"	"parbaudits"	"56.64875"	"26.45573"	"Jauns tornis pie Teiču rezervāta, šobrīd te atrodas tikai tornis, taču šķiet plānojas arī citas aktivitātes. Piemērots tieši putnu vērošanai."	"The Teici nature reserve is the highest level of protective area. This tower is one of the few places where you are allowed to see it. A good place for birdwatching."							
"Ūdenstūristu nakšņošanas vieta pie Pededzes"	"udensturistu-vieta-pededzes"	"pikniks"	"parbaudits"	"57.281746"	"27.085094"	"Atpūtas vieta pie Pededzes upes. Plašs laukums teltīm, iespēja piebraukt ar auto, ir malka, vieta ugunskuram. Upe grūti pieejama, visai stāvs krasts, būtu grūti uznest laivu."	"A resting place near the Pededze river, made by river tourists, but accessible by road. There is a fire place, firewood. The access to the river is very steep, lowering a boat would be difficult."		"2015-07-19"	"<img src=""https://dodies.lv/img/image/lvm/pededze01.jpg""/>

<img src=""https://dodies.lv/img/image/lvm/pededze02.jpg""/>"			"http://dodies.lv/img/image/lvm/pededze02.jpg"	"http://dodies.lv/img/image/lvm/pededze02-600x400.jpg"
"Ūdru kalna skatu tornis"	"udru-kalna-skatu-tornis"	"tornis"	"parbaudits"	"57.21099"	"22.216038"	"Šeit atrodas 2006. gadā LVM būvēts 26,5m augsts skatu tornis, no kura paveras lielisks skats uz apkartejo vidi - Usmas ezeru un tā salam. Līdz tornim ved neliela grantēta taka un patrunējušas koka trepes."	"This is a 26.5m high tower with views to the Usma lake and it&#039;s islands. There is a short path that leads to the tower."		"2015-08-22"	"<img src=""https://dodies.lv/img/image/lvm/udrukalns01.jpg""/>
<img src=""https://dodies.lv/img/image/lvm/udrukalns02.jpg""/>
<img src=""https://dodies.lv/img/image/lvm/udrukalns03.jpg""/>
<img src=""https://dodies.lv/img/image/lvm/udrukalns04.jpg""/>
<img src=""https://dodies.lv/img/image/lvm/udrukalns05.jpg""/>"			"http://dodies.lv/img/image/lvm/udrukalns02.jpg"	"http://dodies.lv/img/image/lvm/udrukalns02-600x400.jpg"
"Ukru gārša"	"ukru-garsa"	"taka"	"parbaudits"	"56.3798781727"	"23.2103455067"	"Ukru gārša ir aizsargājama dabas teritorija, kas plešas 1135 hektāru platībā Bukaišu un Ukru pagastā. Lai to iepazītu, izveidota taka, kuras īsākais loks ir 1550 metrus, bet garākais, kas vairāk aizaudzis, – 2070 metrus garš. Pie ieejas atrodas ugunskura vieta, galds, soliņi un informācijas stends. Takas sākums ir ceļa otrā pusē, pretēji piknika vietai, paraleli grāvim"	"The Ukru gārša is a proteted are more than 1135 hectares large, near Bukaiši and Ukri. A trail has been created to allow visitors to this site. The shortest route is 1550 meters. At the start of the trail, there is a spaceous picnic area with a picnic shelter, firepit, benches and plenty of space for tents. The trail starts across the road from the picnic area, parallel to the ditch."	"2"	"2014-11-01"	"<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-01.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-02.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-03.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-04.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-05.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-06.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-07.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-08.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-09.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-10.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-11.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-12.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-13.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-14.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-15.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-16.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-17.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-18.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-19.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-20.jpg"" width=""1012"" /><br />
<img alt=""Ukru gāršas dabas taka, Ukros"" height=""675"" src=""/img/large/ukru-garsa-21.jpg"" width=""1012"" />"	"<p>&Scaron;ī dabas taka atrodas Ukros, tie&scaron;i pie Lietuvas robežas, kādu gabalu aiz Tērvetes.</p>

<p>Vieta ir ļoti nomaļa, tāpēc diez vai satiksiet kādu citu takas gājēju. Kad &scaron;eit pirmo reizi piebraucām pirms pusgada, taka bija sliktākā stāvoklī, tagad ir uzbūvēti jauni soliņi un uzlabots stāvlaukums. Tiesa gan, ejot pa taku, secinājām, ka vitāli svarīgs tiltiņ&scaron; pāri upītei ir pazudis, bet tāpat no baļķiem uzbūvējām improvizētu bebru dambi un kaut kā pāri tikām. Vasarā iebrist mazajā upītē nebūs problēmu (ja līdz tam tiltiņ&scaron; nebūs uzbūvēts, jo &scaron;ķiet &scaron;eit kaut ko vēl uzlabo) un ziemā gan jau varēs pāriet pa ledu.</p>

<p>Ejot pa taku pēk&scaron;ņi sadzirdējām tādus kā brik&scaron;ņus, atskatījāmies un ieraudzījām veselu baru ar lielām meža cūkām - kādas divdesmit! Tās mūs nemaz nebija pamanīju&scaron;as un taisnā ceļā devās mums virsū. Viņu ceļu &scaron;ķērsoja neliela upīte un kad viņas tai sāka brist pāri (līdz mums nu jau bija tikai kādi divdesmit metri), pēk&scaron;ņi mūs ieraudzīja un panikā sāka skriet uz visām pusēm. Uz brīdi bijām sabiju&scaron;ies, taču beigās sanāca ļoti interesants piedzīvojums.</p>

<p>Kopumā jauka, nepieradinātās dabas taka, nedaudz virs trīs kilometrus gara. Laipu nav, bet ir norādes un labi saskatāms, neaizaudzis mar&scaron;ruts. Kas ir gār&scaron;a? Gār&scaron;a ir visauglīgākais meža veids, kur aug gandrīz visas koku un krūmu sugas, bet pārsvarā lapu koki &ndash; ozoli un o&scaron;i. Tā kā &scaron;eit sastopami daudzi aizsargājami augi un dzīvnieki, 1999. gadā izveidots dabas liegums.</p>

<p>Latvijas avīzē lasāms <a href=""http://www.la.lv/ukru-garsas-ipasais-sarms/"">interesants raksts</a> par &scaron;o vietu.</p>"		"http://dodies.lv/img/image/takas/ukru-garsa.jpg"	"http://dodies.lv/img/image/takas/ukru-garsa-600x400.jpg"
"Ukru gāršas piknika vietas"	"ukru-garsas-piknika-vietas"	"pikniks"	"parbaudits"	"56.3794742244"	"23.2094711065"	"Galdiņš, ugunskura vieta, plaša vieta teltīm. Netālu dabas taka. Ukru gārša ir aizsargājama dabas teritorija, kas plešas 1135 hektāru platībā Bukaišu un Ukru pagastā."	"A table, fire pit, an open space for tents. Neaby there is a nature trail. The Ukru forest is a protected area due to the old oaks it&#039;s unmaintained nature."		"2015-06-17"	"<img src=""https://dodies.lv/img/image/lvm/ukru-pikniks01.jpg""/>
<img src=""https://dodies.lv/img/image/lvm/ukru-pikniks02.jpg""/>
<img src=""https://dodies.lv/img/image/lvm/ukru-pikniks03.jpg""/>"			"http://dodies.lv/img/image/lvm/ukru-pikniks01.jpg"	"http://dodies.lv/img/image/lvm/ukru-pikniks01-600x400.jpg"
"Užavas bāka"	"uzavas-baka"	"pikniks"	"neparbaudits"	"57.209725"	"21.415662"	"Atpūtas vieta pie jūras"	"A resting spot near the Uzava lighthouse"							
"Užavas grīvas taka"	"uzavas-grivas-taka"	"taka"	"neparbaudits"	"57.247411"	"21.41336"	"Taka sākas pie Užavas upes grīvas, kur atrodas automašīnu stāvlaukums un labiekārtota atpūtas vieta ar galdiņiem un telts būvēšanas iespējām. Užavas upes grīva ir viena no retajām vietām Eiropā, kur apskatāma neregulēta upes ietece jūrā."	"The trail starts at the Uzava river creek, there is a parking place and a camping spot with benches and a table for a picnic. You can build tents here as well. The Uzava river is one of the few places where you can observe unregulated river flow into the sea."	"3"						
"Vaidavas dabas taka"	"vaidavas-dabas-taka"	"taka"	"parbaudits"	"57.54041"	"26.70534"	"Gar Vaidavas upi  izvietotie stendi  ceļotāju iepazīstinās ar  Vaidavas ielejas dabu un kultūrvēsturi, kā arī  laivošanas iespējām Vaidavā.   Galvenie apskates objekti  koncentrēti takas sākuma posmā:  Jaunās un Vecās Raganu klintis, Raganiņu (Veselības) avots, Acu avots. Iekārtotas atpūtas – piknika  vietas, nojume, šūpoles, tualete."	"The information boards along the Vaidava river will teach you about the valleys nature and history, as well as boating possibilities in the Vaidava river. The main objects of interest are located in the beginning of the route, the Ragana cliffs, the Raganina spring, the Acu spring. There are picnic places, a shelter, swings and a toilet."	"1.5"						
"Valguma baskāju taka"	"valguma-baskaju-taka"	"taka"	"parbaudits"	"56.98946"	"23.31575"	"Valguma baskāju taka specifiski paredzēta iešanai basām kājām, lai izbaudītu dažādas virsmas. Ļoti interesanti, un ieteicams visai ģimenei. Takas garums ir 2km, un tā ir cenas vērta. Pieaugušajiem ieejas maksa 4Eur, skolniekiem 2Eur."	"The Baskāju trail (literally, the barefoot trail) is a special obstacle course, if you will, for walking barefoot. A fun experience and you even get to walk in white mud and through a river. The lenght is 2km and it costs 4EUR per person."	"1.5"	"2013-09-01"	"<img alt=""Valguma baskāju taka"" height=""629"" src=""/img/large/valguma-baskaju-taka-01.jpg"" width=""950"" /><br />
<img alt=""Valguma baskāju taka"" height=""629"" src=""/img/large/valguma-baskaju-taka-02.jpg"" width=""950"" /><br />
<img alt=""Valguma baskāju taka"" height=""629"" src=""/img/large/valguma-baskaju-taka-03.jpg"" width=""950"" /><br />
<img alt=""Valguma baskāju taka"" height=""629"" src=""/img/large/valguma-baskaju-taka-04.jpg"" width=""950"" /><br />
<img alt=""Valguma baskāju taka"" height=""629"" src=""/img/large/valguma-baskaju-taka-05.jpg"" width=""950"" /><br />
<img alt=""Valguma baskāju taka"" height=""629"" src=""/img/large/valguma-baskaju-taka-06.jpg"" width=""950"" /><br />
<img alt=""Valguma baskāju taka"" height=""629"" src=""/img/large/valguma-baskaju-taka-07.jpg"" width=""950"" /><br />
<img alt=""Valguma baskāju taka"" height=""629"" src=""/img/large/valguma-baskaju-taka-08.jpg"" width=""950"" /><br />
<img alt=""Valguma baskāju taka"" height=""629"" src=""/img/large/valguma-baskaju-taka-09.jpg"" width=""950"" />"	"<p>Interesanta aktivitā&scaron;u taka pie Valguma ezera</p>

<p>Taka ir ap 2km garumā, un tajā drīkst iet tikai basām kājām. Takā ir dažādi interesanti segumi, tā ka pēdu masāža sanāks ne sliktāk kā pie masiera. Ir pat posms caur baltajiem māliem, pa upes gultni un pa akmens &scaron;ķembām.</p>

<p>Ļoti interesanti un noteikti iesakam visiem, kas vēlas jautrību un ko nebiju&scaron;u.</p>

<p>Valguma taka ir maksas (4 EUR pieaugu&scaron;ajam, maziem bērniem bez maksas, skolniekiem 2Eur) un pavisam noteikti tās cenas vērta.</p>"		"http://dodies.lv/img/image/takas/valguma-baskaju-taka.jpg"	"http://dodies.lv/img/image/takas/valguma-baskaju-taka-600x397.jpg"
